shipment_id,order_id,shipping_provider,shipping_status,shipped_at,delivered_at
4728,4728,G4S,delivered,2025-10-20 19:19:34,2025-10-28 19:19:34
4729,4729,DHL,delivered,2025-12-07 14:09:00,2025-12-11 14:09:00
4730,4730,FedEx,delivered,2024-11-06 22:34:12,2024-11-08 22:34:12
4731,4731,Sendy,delivered,2024-05-29 13:00:00,2024-06-06 13:00:00
4732,4732,DHL,delivered,2026-03-27 05:35:16,2026-04-02 05:35:16
4733,4733,G4S,delivered,2025-05-07 02:55:01,2025-05-14 02:55:01
4734,4734,FedEx,delivered,2026-03-07 10:19:25,2026-03-13 10:19:25
4735,4735,G4S,delivered,2024-12-09 18:55:45,2024-12-13 18:55:45
4736,4736,DHL,delivered,2026-03-31 03:29:44,2026-04-05 03:29:44
4737,4737,Sendy,delivered,2025-06-11 14:03:57,2025-06-14 14:03:57
4738,4738,G4S,cancelled,,
4739,4739,Sendy,delivered,2024-07-26 17:02:39,2024-07-27 17:02:39
4740,4740,DHL,delivered,2024-04-30 16:05:55,2024-05-04 16:05:55
4741,4741,DHL,delivered,2025-06-25 11:34:52,2025-07-03 11:34:52
4742,4742,Sendy,cancelled,,
4743,4743,FedEx,delivered,2026-03-26 10:32:15,2026-04-01 10:32:15
4744,4744,FedEx,delivered,2024-04-27 06:25:41,2024-04-30 06:25:41
4745,4745,FedEx,delivered,2024-12-02 20:33:25,2024-12-10 20:33:25
4746,4746,DHL,delivered,2024-03-05 22:04:31,2024-03-09 22:04:31
4747,4747,DHL,delivered,2025-05-07 01:53:54,2025-05-15 01:53:54
4748,4748,UPS,processing,2024-05-28 13:10:01,
4749,4749,DHL,delivered,2025-10-09 16:30:39,2025-10-15 16:30:39
4750,4750,G4S,delivered,2025-04-29 22:36:01,2025-04-30 22:36:01
4751,4751,Sendy,delivered,2024-03-30 00:51:37,2024-04-07 00:51:37
4752,4752,FedEx,delivered,2024-09-18 02:37:18,2024-09-24 02:37:18
4753,4753,FedEx,delivered,2024-08-13 14:18:08,2024-08-21 14:18:08
4754,4754,G4S,processing,2024-04-18 11:03:34,
4755,4755,UPS,delivered,2024-08-23 10:52:48,2024-08-26 10:52:48
4756,4756,FedEx,delivered,2024-01-16 22:27:52,2024-01-23 22:27:52
4757,4757,G4S,delivered,2025-07-19 14:43:58,2025-07-21 14:43:58
4758,4758,G4S,delivered,2024-01-29 04:52:03,2024-02-05 04:52:03
4759,4759,UPS,delivered,2025-11-14 22:30:58,2025-11-19 22:30:58
4760,4760,G4S,processing,2024-01-17 23:16:08,
4761,4761,Sendy,delivered,2025-07-20 21:06:42,2025-07-25 21:06:42
4762,4762,Sendy,delivered,2025-04-20 13:27:33,2025-04-21 13:27:33
4763,4763,G4S,delivered,2025-07-03 09:50:21,2025-07-06 09:50:21
4764,4764,DHL,delivered,2026-03-25 04:38:42,2026-03-29 04:38:42
4765,4765,G4S,delivered,2024-03-10 15:12:56,2024-03-14 15:12:56
4766,4766,UPS,delivered,2024-03-12 22:23:03,2024-03-19 22:23:03
4767,4767,G4S,delivered,2024-03-14 01:26:41,2024-03-21 01:26:41
4768,4768,FedEx,returned,2024-04-10 06:49:44,2024-04-15 06:49:44
4769,4769,G4S,delivered,2024-08-05 23:48:35,2024-08-08 23:48:35
4770,4770,Sendy,delivered,2025-07-19 17:23:18,2025-07-26 17:23:18
4771,4771,UPS,delivered,2024-04-08 10:43:09,2024-04-13 10:43:09
4772,4772,FedEx,delivered,2025-02-25 11:13:10,2025-02-27 11:13:10
4773,4773,FedEx,delivered,2024-10-15 08:53:49,2024-10-16 08:53:49
4774,4774,DHL,delivered,2025-08-17 21:52:40,2025-08-21 21:52:40
4775,4775,Sendy,delivered,2025-10-25 09:31:26,2025-10-31 09:31:26
4776,4776,FedEx,delivered,2025-06-29 07:05:03,2025-07-02 07:05:03
4777,4777,UPS,delivered,2024-06-12 14:15:08,2024-06-17 14:15:08
4778,4778,Sendy,delivered,2024-07-13 06:44:11,2024-07-18 06:44:11
4779,4779,DHL,delivered,2026-03-10 00:39:01,2026-03-17 00:39:01
4780,4780,FedEx,delivered,2024-07-10 17:59:22,2024-07-17 17:59:22
4781,4781,Sendy,delivered,2024-01-23 12:47:00,2024-01-28 12:47:00
4782,4782,Sendy,delivered,2024-07-29 03:00:29,2024-07-30 03:00:29
4783,4783,FedEx,delivered,2024-06-14 06:13:47,2024-06-22 06:13:47
4784,4784,G4S,delivered,2025-02-18 22:48:49,2025-02-19 22:48:49
4785,4785,G4S,delivered,2024-02-27 06:28:11,2024-02-29 06:28:11
4786,4786,Sendy,cancelled,,
4787,4787,UPS,delivered,2025-01-17 03:07:56,2025-01-20 03:07:56
4788,4788,UPS,delivered,2025-07-03 03:44:40,2025-07-05 03:44:40
4789,4789,DHL,delivered,2024-01-18 16:01:48,2024-01-22 16:01:48
4790,4790,G4S,delivered,2024-08-11 09:17:06,2024-08-13 09:17:06
4791,4791,DHL,delivered,2025-05-30 02:50:06,2025-06-03 02:50:06
4792,4792,G4S,delivered,2025-09-22 21:35:34,2025-09-27 21:35:34
4793,4793,Sendy,delivered,2024-02-19 13:59:05,2024-02-23 13:59:05
4794,4794,Sendy,delivered,2024-08-04 20:47:24,2024-08-09 20:47:24
4795,4795,FedEx,delivered,2024-04-28 05:09:03,2024-04-29 05:09:03
4796,4796,G4S,processing,2024-06-07 01:49:56,
4797,4797,FedEx,delivered,2025-10-13 05:27:39,2025-10-21 05:27:39
4798,4798,Sendy,delivered,2024-11-09 22:08:00,2024-11-13 22:08:00
4799,4799,G4S,processing,2024-12-28 23:35:05,
4800,4800,Sendy,delivered,2025-05-27 04:03:12,2025-06-03 04:03:12
4801,4801,FedEx,delivered,2025-08-03 00:51:09,2025-08-06 00:51:09
4802,4802,UPS,delivered,2025-05-23 01:22:28,2025-05-24 01:22:28
4803,4803,G4S,delivered,2026-01-22 23:20:00,2026-01-25 23:20:00
4804,4804,FedEx,delivered,2024-07-25 03:46:42,2024-07-26 03:46:42
4805,4805,Sendy,delivered,2024-03-18 22:30:02,2024-03-26 22:30:02
4806,4806,Sendy,delivered,2024-04-28 23:32:42,2024-05-06 23:32:42
4807,4807,G4S,delivered,2025-10-15 11:55:36,2025-10-21 11:55:36
4808,4808,UPS,delivered,2025-11-27 15:42:43,2025-12-05 15:42:43
4809,4809,UPS,delivered,2026-01-26 14:55:15,2026-01-30 14:55:15
4810,4810,FedEx,delivered,2024-11-24 09:44:41,2024-11-30 09:44:41
4811,4811,Sendy,delivered,2024-10-20 14:38:41,2024-10-26 14:38:41
4812,4812,Sendy,delivered,2024-02-20 14:07:14,2024-02-23 14:07:14
4813,4813,FedEx,delivered,2025-07-15 18:16:35,2025-07-23 18:16:35
4814,4814,G4S,delivered,2025-07-08 23:17:16,2025-07-09 23:17:16
4815,4815,UPS,delivered,2025-03-16 03:41:38,2025-03-17 03:41:38
4816,4816,DHL,delivered,2024-05-12 04:48:29,2024-05-13 04:48:29
4817,4817,G4S,delivered,2025-12-19 18:30:39,2025-12-23 18:30:39
4818,4818,Sendy,delivered,2025-01-08 03:20:36,2025-01-12 03:20:36
4819,4819,G4S,delivered,2025-02-18 08:04:20,2025-02-20 08:04:20
4820,4820,Sendy,cancelled,,
4821,4821,DHL,delivered,2024-09-27 12:20:51,2024-10-01 12:20:51
4822,4822,UPS,delivered,2025-04-04 23:14:44,2025-04-12 23:14:44
4823,4823,DHL,delivered,2025-12-02 09:30:30,2025-12-07 09:30:30
4824,4824,UPS,cancelled,,
4825,4825,DHL,delivered,2025-02-15 08:04:38,2025-02-16 08:04:38
4826,4826,DHL,delivered,2024-09-21 23:18:55,2024-09-26 23:18:55
4827,4827,UPS,delivered,2024-11-22 03:21:52,2024-11-23 03:21:52
4828,4828,DHL,delivered,2024-05-27 04:16:14,2024-06-03 04:16:14
4829,4829,Sendy,processing,2025-01-31 08:51:37,
4830,4830,DHL,delivered,2024-04-10 06:26:37,2024-04-16 06:26:37
4831,4831,DHL,delivered,2025-06-10 14:21:18,2025-06-12 14:21:18
4832,4832,G4S,delivered,2024-05-13 12:07:16,2024-05-14 12:07:16
4833,4833,UPS,cancelled,,
4834,4834,FedEx,delivered,2024-07-24 21:10:30,2024-07-28 21:10:30
4835,4835,FedEx,delivered,2024-10-29 04:23:41,2024-11-05 04:23:41
4836,4836,UPS,delivered,2025-03-07 00:58:42,2025-03-15 00:58:42
4837,4837,Sendy,delivered,2025-01-31 13:29:02,2025-02-04 13:29:02
4838,4838,UPS,delivered,2026-01-15 09:37:29,2026-01-22 09:37:29
4839,4839,DHL,delivered,2025-11-02 17:03:04,2025-11-05 17:03:04
4840,4840,UPS,delivered,2024-09-27 11:38:18,2024-10-04 11:38:18
4841,4841,Sendy,delivered,2025-08-02 15:21:56,2025-08-07 15:21:56
4842,4842,UPS,delivered,2024-12-20 16:59:27,2024-12-25 16:59:27
4843,4843,Sendy,cancelled,,
4844,4844,Sendy,delivered,2025-08-17 22:01:48,2025-08-24 22:01:48
4845,4845,DHL,delivered,2024-10-09 10:11:21,2024-10-16 10:11:21
4846,4846,Sendy,delivered,2024-02-19 10:00:10,2024-02-22 10:00:10
4847,4847,Sendy,delivered,2025-07-21 07:03:29,2025-07-23 07:03:29
4848,4848,G4S,delivered,2025-02-15 05:12:39,2025-02-21 05:12:39
4849,4849,FedEx,delivered,2025-11-23 11:57:06,2025-11-25 11:57:06
4850,4850,UPS,delivered,2024-06-06 13:08:40,2024-06-09 13:08:40
4851,4851,Sendy,delivered,2024-08-22 06:28:12,2024-08-26 06:28:12
4852,4852,Sendy,delivered,2025-10-23 13:01:36,2025-10-27 13:01:36
4853,4853,Sendy,delivered,2025-10-01 10:12:04,2025-10-07 10:12:04
4854,4854,FedEx,delivered,2025-11-14 21:53:17,2025-11-17 21:53:17
4855,4855,FedEx,delivered,2024-06-14 07:54:33,2024-06-15 07:54:33
4856,4856,FedEx,delivered,2024-06-26 19:34:26,2024-07-01 19:34:26
4857,4857,DHL,cancelled,,
4858,4858,Sendy,delivered,2026-02-13 04:00:36,2026-02-15 04:00:36
4859,4859,DHL,delivered,2025-07-20 04:19:20,2025-07-21 04:19:20
4860,4860,DHL,delivered,2024-11-14 02:33:28,2024-11-20 02:33:28
4861,4861,DHL,returned,2025-03-03 07:28:26,2025-03-10 07:28:26
4862,4862,FedEx,delivered,2024-08-03 06:01:54,2024-08-08 06:01:54
4863,4863,DHL,delivered,2026-03-05 15:29:02,2026-03-10 15:29:02
4864,4864,G4S,delivered,2024-09-27 23:17:28,2024-10-02 23:17:28
4865,4865,UPS,delivered,2024-08-15 01:49:57,2024-08-23 01:49:57
4866,4866,DHL,delivered,2024-04-24 17:53:02,2024-04-30 17:53:02
4867,4867,Sendy,delivered,2026-03-26 22:55:37,2026-03-31 22:55:37
4868,4868,DHL,delivered,2024-08-07 18:43:07,2024-08-15 18:43:07
4869,4869,DHL,delivered,2024-04-14 10:58:38,2024-04-15 10:58:38
4870,4870,UPS,delivered,2025-01-30 10:14:03,2025-02-07 10:14:03
4871,4871,UPS,delivered,2026-01-30 13:59:22,2026-02-06 13:59:22
4872,4872,UPS,delivered,2025-10-20 09:21:29,2025-10-25 09:21:29
4873,4873,Sendy,delivered,2024-11-22 05:38:55,2024-11-28 05:38:55
4874,4874,Sendy,delivered,2024-07-27 06:31:16,2024-08-02 06:31:16
4875,4875,UPS,processing,2024-11-02 07:32:51,
4876,4876,G4S,delivered,2024-12-02 17:16:04,2024-12-09 17:16:04
4877,4877,FedEx,processing,2024-08-19 15:20:07,
4878,4878,G4S,delivered,2025-02-22 15:14:13,2025-03-01 15:14:13
4879,4879,G4S,delivered,2024-04-24 06:15:10,2024-05-02 06:15:10
4880,4880,G4S,returned,2025-01-07 08:49:09,2025-01-09 08:49:09
4881,4881,G4S,delivered,2024-04-09 04:44:20,2024-04-12 04:44:20
4882,4882,G4S,delivered,2025-01-18 09:57:09,2025-01-24 09:57:09
4883,4883,UPS,delivered,2025-05-02 08:18:09,2025-05-07 08:18:09
4884,4884,FedEx,delivered,2025-06-28 13:36:01,2025-07-01 13:36:01
4885,4885,UPS,delivered,2024-07-28 02:36:27,2024-08-05 02:36:27
4886,4886,DHL,returned,2025-04-16 11:04:10,2025-04-20 11:04:10
4887,4887,FedEx,delivered,2025-07-29 06:24:27,2025-08-04 06:24:27
4888,4888,DHL,delivered,2024-04-06 03:51:52,2024-04-11 03:51:52
4889,4889,G4S,delivered,2024-09-24 19:46:23,2024-09-28 19:46:23
4890,4890,G4S,delivered,2024-09-08 16:11:29,2024-09-15 16:11:29
4891,4891,DHL,delivered,2025-02-21 10:46:05,2025-02-28 10:46:05
4892,4892,UPS,delivered,2024-08-22 06:15:32,2024-08-27 06:15:32
4893,4893,G4S,delivered,2025-04-12 17:22:56,2025-04-17 17:22:56
4894,4894,G4S,delivered,2024-08-01 10:20:35,2024-08-08 10:20:35
4895,4895,UPS,returned,2024-03-14 19:44:28,2024-03-19 19:44:28
4896,4896,G4S,delivered,2025-10-30 22:15:03,2025-11-02 22:15:03
4897,4897,Sendy,processing,2025-12-14 01:08:31,
4898,4898,DHL,delivered,2024-11-24 14:33:40,2024-11-29 14:33:40
4899,4899,G4S,delivered,2025-12-15 00:08:33,2025-12-22 00:08:33
4900,4900,UPS,delivered,2025-11-21 18:52:52,2025-11-29 18:52:52
4901,4901,G4S,delivered,2024-12-21 00:53:53,2024-12-27 00:53:53
4902,4902,Sendy,delivered,2024-04-26 09:18:16,2024-04-27 09:18:16
4903,4903,UPS,delivered,2025-07-23 00:28:05,2025-07-29 00:28:05
4904,4904,Sendy,cancelled,,
4905,4905,DHL,returned,2024-04-24 09:14:08,2024-04-28 09:14:08
4906,4906,UPS,delivered,2025-01-24 05:26:47,2025-01-25 05:26:47
4907,4907,FedEx,delivered,2026-02-19 22:13:34,2026-02-25 22:13:34
4908,4908,UPS,delivered,2024-06-02 14:03:29,2024-06-10 14:03:29
4909,4909,G4S,cancelled,,
4910,4910,UPS,delivered,2025-12-06 20:43:11,2025-12-14 20:43:11
4911,4911,UPS,delivered,2025-02-19 12:24:18,2025-02-26 12:24:18
4912,4912,G4S,delivered,2026-03-06 15:44:40,2026-03-11 15:44:40
4913,4913,Sendy,delivered,2025-02-10 10:08:40,2025-02-15 10:08:40
4914,4914,G4S,delivered,2024-05-11 17:14:48,2024-05-15 17:14:48
4915,4915,FedEx,delivered,2025-10-04 07:29:36,2025-10-09 07:29:36
4916,4916,G4S,delivered,2024-07-20 08:53:59,2024-07-22 08:53:59
4917,4917,G4S,delivered,2025-09-13 17:02:26,2025-09-21 17:02:26
4918,4918,DHL,delivered,2026-03-19 04:29:14,2026-03-25 04:29:14
4919,4919,FedEx,delivered,2024-10-03 02:00:57,2024-10-04 02:00:57
4920,4920,G4S,delivered,2025-04-09 09:34:02,2025-04-12 09:34:02
4921,4921,G4S,delivered,2024-03-11 15:06:57,2024-03-14 15:06:57
4922,4922,UPS,delivered,2025-05-08 00:19:55,2025-05-09 00:19:55
4923,4923,DHL,delivered,2024-12-23 22:02:45,2024-12-29 22:02:45
4924,4924,FedEx,delivered,2024-09-21 01:44:51,2024-09-22 01:44:51
4925,4925,FedEx,delivered,2024-09-24 08:42:58,2024-10-01 08:42:58
4926,4926,Sendy,delivered,2025-02-24 12:05:03,2025-03-04 12:05:03
4927,4927,FedEx,delivered,2025-08-31 12:55:53,2025-09-03 12:55:53
4928,4928,G4S,delivered,2025-06-01 10:35:10,2025-06-09 10:35:10
4929,4929,UPS,delivered,2025-03-24 03:20:52,2025-03-30 03:20:52
4930,4930,FedEx,delivered,2025-02-26 20:30:12,2025-02-28 20:30:12
4931,4931,UPS,delivered,2025-04-04 13:23:36,2025-04-05 13:23:36
4932,4932,UPS,processing,2024-06-13 03:39:38,
4933,4933,DHL,delivered,2025-06-14 19:23:53,2025-06-21 19:23:53
4934,4934,FedEx,delivered,2024-04-26 04:18:59,2024-04-30 04:18:59
4935,4935,DHL,delivered,2025-08-01 11:29:07,2025-08-05 11:29:07
4936,4936,Sendy,delivered,2025-04-24 14:18:16,2025-04-27 14:18:16
4937,4937,G4S,delivered,2024-08-28 14:32:51,2024-09-05 14:32:51
4938,4938,DHL,delivered,2024-01-20 21:22:26,2024-01-23 21:22:26
4939,4939,DHL,delivered,2024-03-02 16:16:05,2024-03-05 16:16:05
4940,4940,UPS,delivered,2024-08-23 20:50:56,2024-08-26 20:50:56
4941,4941,FedEx,delivered,2025-10-11 05:29:34,2025-10-13 05:29:34
4942,4942,Sendy,processing,2025-08-31 09:43:24,
4943,4943,G4S,delivered,2024-10-15 10:33:17,2024-10-23 10:33:17
4944,4944,UPS,delivered,2024-10-23 11:16:27,2024-10-24 11:16:27
4945,4945,G4S,cancelled,,
4946,4946,Sendy,delivered,2025-09-15 18:09:32,2025-09-21 18:09:32
4947,4947,Sendy,processing,2025-09-08 02:56:49,
4948,4948,UPS,delivered,2025-05-15 12:11:09,2025-05-19 12:11:09
4949,4949,FedEx,delivered,2024-02-17 21:27:30,2024-02-25 21:27:30
4950,4950,UPS,delivered,2024-07-18 14:09:34,2024-07-24 14:09:34
4951,4951,G4S,delivered,2025-09-22 03:05:59,2025-09-24 03:05:59
4952,4952,FedEx,processing,2025-05-15 03:09:05,
4953,4953,DHL,delivered,2024-08-24 00:02:02,2024-08-29 00:02:02
4954,4954,FedEx,delivered,2025-02-27 08:00:32,2025-02-28 08:00:32
4955,4955,FedEx,delivered,2024-03-10 01:53:02,2024-03-15 01:53:02
4956,4956,Sendy,delivered,2025-09-06 08:33:11,2025-09-09 08:33:11
4957,4957,DHL,cancelled,,
4958,4958,FedEx,delivered,2025-04-13 07:42:56,2025-04-19 07:42:56
4959,4959,UPS,delivered,2025-02-01 10:45:23,2025-02-08 10:45:23
4960,4960,Sendy,delivered,2024-02-25 14:28:46,2024-03-04 14:28:46
4961,4961,Sendy,returned,2026-03-09 19:02:35,2026-03-16 19:02:35
4962,4962,DHL,returned,2024-07-23 12:29:17,2024-07-24 12:29:17
4963,4963,DHL,delivered,2024-04-26 21:44:16,2024-04-29 21:44:16
4964,4964,Sendy,delivered,2024-12-02 05:12:16,2024-12-08 05:12:16
4965,4965,G4S,delivered,2025-02-25 07:23:56,2025-03-02 07:23:56
4966,4966,DHL,delivered,2025-01-19 02:11:47,2025-01-26 02:11:47
4967,4967,UPS,delivered,2024-01-19 05:49:46,2024-01-23 05:49:46
4968,4968,DHL,cancelled,,
4969,4969,DHL,delivered,2025-01-16 01:23:15,2025-01-19 01:23:15
4970,4970,G4S,cancelled,,
4971,4971,FedEx,delivered,2025-12-17 04:27:56,2025-12-19 04:27:56
4972,4972,UPS,delivered,2026-01-09 10:40:04,2026-01-16 10:40:04
4973,4973,UPS,delivered,2026-01-26 08:15:18,2026-01-29 08:15:18
4974,4974,FedEx,delivered,2025-11-15 03:25:52,2025-11-22 03:25:52
4975,4975,Sendy,delivered,2025-05-06 15:17:03,2025-05-08 15:17:03
4976,4976,G4S,delivered,2024-11-08 05:38:48,2024-11-13 05:38:48
4977,4977,Sendy,delivered,2026-01-11 14:40:36,2026-01-18 14:40:36
4978,4978,DHL,delivered,2025-12-22 08:29:11,2025-12-26 08:29:11
4979,4979,Sendy,delivered,2024-02-14 18:06:04,2024-02-18 18:06:04
4980,4980,FedEx,delivered,2025-12-12 02:14:44,2025-12-17 02:14:44
4981,4981,Sendy,delivered,2024-04-07 20:43:21,2024-04-09 20:43:21
4982,4982,G4S,delivered,2025-01-29 14:25:06,2025-02-05 14:25:06
4983,4983,G4S,delivered,2026-02-24 11:48:48,2026-03-02 11:48:48
4984,4984,FedEx,delivered,2024-11-28 13:07:17,2024-12-06 13:07:17
4985,4985,DHL,processing,2025-03-06 09:06:42,
4986,4986,G4S,cancelled,,
4987,4987,DHL,delivered,2026-02-17 20:11:03,2026-02-19 20:11:03
4988,4988,Sendy,delivered,2024-09-21 01:27:05,2024-09-27 01:27:05
4989,4989,G4S,delivered,2026-02-03 20:03:32,2026-02-11 20:03:32
4990,4990,Sendy,delivered,2026-03-01 18:16:49,2026-03-05 18:16:49
4991,4991,FedEx,delivered,2025-06-14 19:59:09,2025-06-16 19:59:09
4992,4992,UPS,delivered,2024-09-30 06:18:35,2024-10-05 06:18:35
4993,4993,Sendy,delivered,2024-07-05 01:06:08,2024-07-07 01:06:08
4994,4994,G4S,delivered,2026-03-21 21:54:13,2026-03-25 21:54:13
4995,4995,FedEx,delivered,2024-11-29 16:59:05,2024-12-02 16:59:05
4996,4996,G4S,cancelled,,
4997,4997,G4S,delivered,2025-01-23 16:01:51,2025-01-30 16:01:51
4998,4998,G4S,delivered,2024-09-24 05:16:00,2024-10-01 05:16:00
4999,4999,FedEx,delivered,2024-07-29 15:36:43,2024-08-03 15:36:43
5000,5000,Sendy,delivered,2024-01-29 13:14:32,2024-02-05 13:14:32
5001,5001,FedEx,cancelled,,
5002,5002,Sendy,returned,2024-07-19 18:31:46,2024-07-22 18:31:46
5003,5003,DHL,delivered,2025-09-24 23:06:19,2025-10-02 23:06:19
5004,5004,FedEx,delivered,2024-03-17 18:40:50,2024-03-21 18:40:50
5005,5005,G4S,delivered,2025-06-26 02:59:42,2025-07-04 02:59:42
5006,5006,FedEx,delivered,2024-08-17 00:37:48,2024-08-18 00:37:48
5007,5007,DHL,delivered,2024-11-13 23:29:34,2024-11-19 23:29:34
5008,5008,G4S,delivered,2024-05-06 11:17:26,2024-05-13 11:17:26
5009,5009,G4S,cancelled,,
5010,5010,G4S,delivered,2024-12-28 09:13:12,2025-01-05 09:13:12
5011,5011,FedEx,delivered,2025-12-10 09:14:52,2025-12-18 09:14:52
5012,5012,G4S,delivered,2025-02-12 18:05:28,2025-02-15 18:05:28
5013,5013,G4S,delivered,2024-03-03 03:59:26,2024-03-06 03:59:26
5014,5014,Sendy,delivered,2025-06-15 21:47:50,2025-06-22 21:47:50
5015,5015,DHL,delivered,2024-09-28 13:04:13,2024-09-29 13:04:13
5016,5016,Sendy,delivered,2024-07-12 07:03:46,2024-07-15 07:03:46
5017,5017,FedEx,delivered,2024-05-09 10:17:09,2024-05-10 10:17:09
5018,5018,DHL,delivered,2025-10-06 06:53:19,2025-10-09 06:53:19
5019,5019,FedEx,delivered,2024-07-11 21:14:11,2024-07-19 21:14:11
5020,5020,G4S,delivered,2025-05-15 03:00:47,2025-05-21 03:00:47
5021,5021,DHL,delivered,2024-06-13 11:38:14,2024-06-17 11:38:14
5022,5022,FedEx,delivered,2024-05-27 00:26:42,2024-05-31 00:26:42
5023,5023,Sendy,delivered,2025-04-26 15:37:35,2025-04-30 15:37:35
5024,5024,G4S,delivered,2026-03-14 02:21:47,2026-03-16 02:21:47
5025,5025,G4S,delivered,2024-10-10 18:46:42,2024-10-15 18:46:42
5026,5026,G4S,delivered,2025-04-28 09:08:53,2025-05-06 09:08:53
5027,5027,G4S,delivered,2025-06-30 01:57:14,2025-07-02 01:57:14
5028,5028,Sendy,delivered,2025-08-29 01:00:04,2025-09-02 01:00:04
5029,5029,DHL,delivered,2025-12-27 06:24:15,2026-01-03 06:24:15
5030,5030,UPS,returned,2025-10-07 14:52:27,2025-10-12 14:52:27
5031,5031,UPS,processing,2024-06-27 14:26:37,
5032,5032,FedEx,delivered,2025-10-02 05:01:17,2025-10-10 05:01:17
5033,5033,UPS,delivered,2025-01-24 08:02:44,2025-01-29 08:02:44
5034,5034,FedEx,delivered,2025-03-08 08:14:45,2025-03-16 08:14:45
5035,5035,Sendy,delivered,2025-10-14 23:43:36,2025-10-15 23:43:36
5036,5036,G4S,delivered,2025-03-21 10:41:27,2025-03-25 10:41:27
5037,5037,UPS,delivered,2025-02-20 23:21:01,2025-02-27 23:21:01
5038,5038,DHL,delivered,2025-01-25 14:19:31,2025-02-01 14:19:31
5039,5039,FedEx,delivered,2025-08-28 16:21:38,2025-09-01 16:21:38
5040,5040,FedEx,delivered,2024-10-24 00:11:56,2024-10-30 00:11:56
5041,5041,Sendy,delivered,2025-01-04 06:56:26,2025-01-06 06:56:26
5042,5042,UPS,processing,2024-10-18 09:53:48,
5043,5043,Sendy,delivered,2025-08-03 11:25:49,2025-08-07 11:25:49
5044,5044,FedEx,delivered,2024-02-06 18:18:02,2024-02-13 18:18:02
5045,5045,UPS,delivered,2025-12-01 00:55:50,2025-12-08 00:55:50
5046,5046,UPS,delivered,2025-05-30 01:46:37,2025-06-04 01:46:37
5047,5047,UPS,delivered,2025-06-09 18:00:25,2025-06-16 18:00:25
5048,5048,G4S,delivered,2024-06-28 04:13:00,2024-07-04 04:13:00
5049,5049,Sendy,delivered,2024-01-27 19:05:44,2024-02-01 19:05:44
5050,5050,Sendy,processing,2024-12-24 07:46:38,
5051,5051,G4S,delivered,2024-08-20 03:45:22,2024-08-23 03:45:22
5052,5052,Sendy,delivered,2024-05-25 02:12:23,2024-05-27 02:12:23
5053,5053,G4S,delivered,2024-07-19 07:30:15,2024-07-25 07:30:15
5054,5054,FedEx,cancelled,,
5055,5055,G4S,delivered,2025-12-16 17:30:13,2025-12-23 17:30:13
5056,5056,FedEx,processing,2024-04-23 22:42:42,
5057,5057,G4S,delivered,2025-03-10 21:47:10,2025-03-11 21:47:10
5058,5058,Sendy,delivered,2025-03-06 11:41:18,2025-03-11 11:41:18
5059,5059,FedEx,delivered,2025-06-23 05:05:16,2025-06-25 05:05:16
5060,5060,G4S,delivered,2025-10-23 16:26:03,2025-10-24 16:26:03
5061,5061,DHL,delivered,2026-03-26 05:22:41,2026-03-31 05:22:41
5062,5062,FedEx,delivered,2026-01-21 19:59:14,2026-01-26 19:59:14
5063,5063,FedEx,delivered,2025-11-04 20:11:19,2025-11-06 20:11:19
5064,5064,UPS,delivered,2025-02-20 05:30:44,2025-02-26 05:30:44
5065,5065,G4S,delivered,2024-02-06 11:11:00,2024-02-13 11:11:00
5066,5066,DHL,delivered,2025-11-22 01:53:31,2025-11-30 01:53:31
5067,5067,Sendy,delivered,2024-10-13 00:34:19,2024-10-14 00:34:19
5068,5068,DHL,delivered,2025-12-27 19:38:45,2025-12-31 19:38:45
5069,5069,UPS,delivered,2024-08-02 03:45:48,2024-08-08 03:45:48
5070,5070,Sendy,delivered,2026-02-09 06:20:51,2026-02-10 06:20:51
5071,5071,UPS,delivered,2025-11-09 05:39:00,2025-11-11 05:39:00
5072,5072,Sendy,delivered,2024-07-02 20:02:12,2024-07-03 20:02:12
5073,5073,G4S,delivered,2024-05-27 07:08:20,2024-06-03 07:08:20
5074,5074,DHL,processing,2025-07-31 21:15:38,
5075,5075,UPS,processing,2025-12-18 07:28:33,
5076,5076,G4S,delivered,2024-12-10 17:30:52,2024-12-17 17:30:52
5077,5077,UPS,delivered,2025-09-14 19:34:01,2025-09-15 19:34:01
5078,5078,FedEx,processing,2025-07-07 18:42:04,
5079,5079,FedEx,delivered,2026-03-11 20:01:10,2026-03-16 20:01:10
5080,5080,G4S,delivered,2024-07-26 11:03:08,2024-08-03 11:03:08
5081,5081,Sendy,delivered,2024-06-07 15:55:51,2024-06-15 15:55:51
5082,5082,UPS,delivered,2024-01-30 02:07:01,2024-01-31 02:07:01
5083,5083,G4S,delivered,2024-05-12 04:35:44,2024-05-16 04:35:44
5084,5084,DHL,delivered,2024-02-22 17:19:30,2024-02-25 17:19:30
5085,5085,UPS,delivered,2025-05-06 11:20:55,2025-05-07 11:20:55
5086,5086,G4S,delivered,2025-06-05 21:57:01,2025-06-08 21:57:01
5087,5087,UPS,delivered,2025-04-26 08:06:00,2025-04-27 08:06:00
5088,5088,UPS,delivered,2025-10-20 21:59:05,2025-10-26 21:59:05
5089,5089,DHL,delivered,2025-11-02 12:59:20,2025-11-10 12:59:20
5090,5090,G4S,delivered,2026-03-29 12:13:10,2026-04-04 12:13:10
