payment_id,order_id,payment_method,payment_status,payment_amount,paid_at
4144,4144,bank_transfer,PAID,1012.71,2024-03-16 00:44:05
4145,4145,bank_transfer,success,614.05,2024-05-05 04:40:30
4146,4146,bank_transfer,paid,601.47,2024-12-23 04:24:52
4147,4147,mobile_money,paid,50.21,2025-02-13 21:18:22
4148,4148,mobile_money,success,156.01,2025-11-05 11:05:46
4149,4149,paypal,PAID,560.51,2025-02-17 17:07:14
4150,4150,paypal,PAID,534.47,2026-01-03 01:15:49
4151,4151,card,paid,1709.99,2025-04-10 16:09:40
4152,4152,mobile_money,paid,142.06,2025-03-30 04:06:56
4153,4153,mobile_money,success,98.56,2025-10-09 13:34:30
4154,4154,mobile_money,paid,155.27,2025-05-07 22:13:03
4155,4155,mobile_money,paid,251.67,2025-02-15 02:27:29
4156,4156,mobile_money,paid,164.73,2024-07-03 22:17:41
4157,4157,card,PAID,294.15,2025-07-30 08:26:53
4158,4158,paypal,paid,711.38,2025-03-02 12:21:18
4159,4159,paypal,pending,0.00,2025-05-03 20:10:03
4160,4160,card,PAID,200.52,2024-05-21 13:38:16
4161,4161,bank_transfer,paid,583.88,2025-08-15 13:33:27
4162,4162,paypal,PAID,899.32,2024-04-14 20:57:21
4163,4163,bank_transfer,pending,0.00,2025-11-13 19:52:08
4164,4164,mobile_money,PAID,1247.05,2025-08-22 21:19:28
4165,4165,paypal,paid,1963.55,2025-08-17 12:53:55
4166,4166,card,paid,860.31,2026-02-03 16:48:28
4167,4167,card,PAID,259.50,2024-12-19 03:24:46
4168,4168,mobile_money,PAID,415.86,2025-04-16 18:11:09
4169,4169,bank_transfer,paid,472.44,2025-12-11 19:33:12
4170,4170,paypal,PAID,324.00,2025-03-01 08:52:38
4171,4171,card,success,852.49,2024-11-01 10:42:31
4172,4172,bank_transfer,success,1652.98,2024-09-15 00:35:00
4173,4173,card,paid,1101.10,2025-08-14 02:42:39
4174,4174,mobile_money,paid,83.80,2025-01-02 10:18:11
4175,4175,paypal,PAID,1154.41,2024-10-10 04:11:24
4176,4176,mobile_money,paid,616.34,2024-04-01 21:16:39
4177,4177,paypal,paid,758.42,2025-06-21 15:57:41
4178,4178,mobile_money,success,726.65,2025-08-19 23:03:03
4179,4179,mobile_money,success,1022.42,2025-12-20 06:02:28
4180,4180,mobile_money,success,11.64,2025-02-07 14:00:36
4181,4181,card,paid,1387.24,2025-03-04 16:47:43
4182,4182,paypal,success,798.97,2025-09-27 14:49:06
4183,4183,bank_transfer,success,600.84,2026-02-26 00:14:07
4184,4184,card,success,276.40,2025-09-07 23:04:21
4185,4185,bank_transfer,success,1205.82,2026-02-16 02:40:57
4186,4186,bank_transfer,PAID,799.48,2025-12-06 07:17:32
4187,4187,paypal,PAID,213.79,2024-11-26 06:34:52
4188,4188,mobile_money,paid,86.07,2025-06-16 00:04:50
4189,4189,bank_transfer,success,140.85,2026-02-06 08:34:10
4190,4190,paypal,success,714.04,2025-11-21 09:39:41
4191,4191,paypal,PAID,257.47,2025-03-10 08:25:13
4192,4192,paypal,PAID,1469.85,2025-12-07 09:36:53
4193,4193,card,paid,403.80,2024-05-13 07:48:58
4194,4194,paypal,PAID,937.64,2025-06-04 15:18:42
4195,4195,paypal,pending,0.00,2024-06-05 16:29:34
4196,4196,bank_transfer,success,159.41,2024-03-06 15:42:36
4197,4197,bank_transfer,success,2460.01,2025-12-20 13:11:16
4198,4198,mobile_money,PAID,1090.24,2024-09-24 00:24:16
4199,4199,card,success,1593.20,2025-07-03 09:38:30
4200,4200,mobile_money,PAID,2198.25,2025-05-23 08:55:10
4201,4201,mobile_money,success,645.10,2025-03-16 23:59:44
4202,4202,paypal,success,363.06,2024-06-12 04:07:54
4203,4203,mobile_money,pending,0.00,2024-06-13 04:47:34
4204,4204,bank_transfer,pending,0.00,2024-08-25 00:28:09
4205,4205,bank_transfer,success,352.22,2024-01-12 09:59:58
4206,4206,mobile_money,paid,745.06,2025-06-23 13:32:30
4207,4207,mobile_money,success,307.96,2024-09-09 04:01:22
4208,4208,bank_transfer,paid,248.86,2024-10-03 14:29:34
4209,4209,paypal,success,386.65,2024-02-27 17:45:27
4210,4210,mobile_money,paid,124.68,2025-06-28 07:07:00
4211,4211,mobile_money,PAID,314.15,2024-07-05 06:48:52
4212,4212,paypal,paid,400.96,2025-07-05 13:56:58
4213,4213,bank_transfer,PAID,853.95,2025-03-08 09:16:05
4214,4214,mobile_money,PAID,735.01,2025-04-04 01:52:15
4215,4215,bank_transfer,declined,0.00,2024-06-23 21:38:26
4216,4216,mobile_money,success,241.77,2024-01-15 01:27:39
4217,4217,paypal,success,1070.69,2024-10-24 07:35:42
4218,4218,bank_transfer,paid,1193.15,2024-11-05 01:24:21
4219,4219,mobile_money,success,796.66,2025-12-28 13:54:59
4220,4220,mobile_money,success,1348.99,2024-10-24 08:04:35
4221,4221,card,PAID,240.18,2024-05-10 15:06:48
4222,4222,mobile_money,paid,945.64,2025-03-09 04:51:48
4223,4223,bank_transfer,success,392.04,2025-11-21 20:38:46
4224,4224,card,PAID,392.08,2025-10-12 04:02:17
4225,4225,bank_transfer,paid,603.38,2025-03-18 12:31:36
4226,4226,bank_transfer,paid,445.30,2024-12-22 04:07:02
4227,4227,bank_transfer,pending,0.00,2024-07-28 00:00:24
4228,4228,card,paid,17.88,2024-07-19 18:08:10
4229,4229,paypal,paid,224.41,2024-09-28 18:26:22
4230,4230,card,paid,1832.95,2025-05-01 08:58:57
4231,4231,card,refunded,168.88,2024-02-15 04:00:41
4232,4232,card,success,604.92,2025-07-10 00:26:39
4233,4233,mobile_money,paid,426.18,2025-02-04 11:23:26
4234,4234,bank_transfer,pending,0.00,2024-12-11 11:05:40
4235,4235,mobile_money,success,2150.63,2025-12-31 16:54:38
4236,4236,mobile_money,PAID,377.04,2024-02-16 07:14:05
4237,4237,mobile_money,paid,1053.14,2025-06-23 20:50:43
4238,4238,mobile_money,success,329.50,2026-01-18 03:00:05
4239,4239,mobile_money,paid,96.08,2025-10-28 01:19:41
4240,4240,bank_transfer,PAID,380.32,2024-11-09 06:18:04
4241,4241,bank_transfer,refunded,882.54,2024-07-28 17:03:26
4242,4242,paypal,refunded,320.78,2025-11-05 21:31:29
4243,4243,paypal,refunded,1425.66,2024-06-12 20:27:37
4244,4244,paypal,paid,1030.45,2026-03-13 03:35:55
4245,4245,mobile_money,paid,305.33,2024-08-12 17:15:22
4246,4246,bank_transfer,PAID,94.27,2026-01-15 16:52:59
4247,4247,paypal,success,346.48,2026-01-30 06:40:08
4248,4248,bank_transfer,success,1127.97,2024-04-12 05:33:21
4249,4249,bank_transfer,success,445.07,2025-10-06 20:28:58
4250,4250,bank_transfer,paid,58.23,2025-11-12 00:15:09
4251,4251,card,success,903.76,2025-06-22 14:02:03
4252,4252,paypal,PAID,1067.48,2024-02-09 06:09:31
4253,4253,paypal,success,216.95,2025-06-26 22:28:10
4254,4254,bank_transfer,success,1139.99,2024-02-10 19:03:40
4255,4255,paypal,success,223.63,2024-06-15 12:09:02
4256,4256,mobile_money,PAID,374.63,2025-10-22 02:26:24
4257,4257,card,success,1929.90,2024-07-15 07:09:28
4258,4258,bank_transfer,paid,956.46,2025-02-04 13:23:08
4259,4259,bank_transfer,PAID,165.06,2024-09-27 16:06:09
4260,4260,card,paid,664.56,2024-04-06 23:28:17
4261,4261,paypal,PAID,323.29,2025-09-06 19:48:59
4262,4262,card,success,60.34,2024-04-01 04:28:41
4263,4263,bank_transfer,paid,690.45,2024-10-16 18:52:30
4264,4264,mobile_money,success,400.58,2025-05-17 18:49:07
4265,4265,paypal,success,949.58,2025-12-12 06:04:21
4266,4266,bank_transfer,success,120.72,2025-07-28 02:16:39
4267,4267,mobile_money,paid,56.25,2025-04-23 03:05:05
4268,4268,mobile_money,paid,464.37,2024-01-15 00:10:47
4269,4269,card,declined,0.00,2024-06-04 00:02:36
4270,4270,mobile_money,PAID,4054.14,2024-06-18 01:23:26
4271,4271,card,paid,761.44,2024-09-04 16:30:46
4272,4272,card,success,216.50,2025-01-29 05:01:28
4273,4273,card,PAID,1331.96,2026-02-07 21:36:52
4274,4274,bank_transfer,PAID,182.54,2024-02-07 08:45:45
4275,4275,bank_transfer,paid,381.21,2024-02-13 08:25:17
4276,4276,mobile_money,success,54.40,2024-11-22 08:12:24
4277,4277,mobile_money,success,426.36,2024-12-16 08:15:21
4278,4278,bank_transfer,PAID,2050.15,2025-03-06 21:59:29
4279,4279,paypal,paid,406.15,2024-05-03 16:24:05
4280,4280,card,success,1104.60,2025-01-24 21:50:24
4281,4281,card,PAID,256.10,2025-11-02 14:23:57
4282,4282,paypal,PAID,153.41,2025-06-17 13:53:17
4283,4283,paypal,paid,121.23,2025-03-18 02:29:58
4284,4284,bank_transfer,paid,693.51,2026-02-04 10:09:52
4285,4285,bank_transfer,success,1522.41,2025-03-30 14:47:50
4286,4286,mobile_money,pending,0.00,2025-10-31 02:10:31
4287,4287,card,success,137.94,2025-10-11 16:04:01
4288,4288,paypal,paid,1518.55,2024-07-29 06:46:06
4289,4289,bank_transfer,paid,987.06,2025-06-13 08:43:58
4290,4290,card,success,476.76,2024-05-27 14:13:04
4291,4291,card,success,2134.20,2025-06-17 05:58:09
4292,4292,bank_transfer,success,455.83,2024-08-03 02:31:57
4293,4293,paypal,paid,476.86,2024-10-02 18:18:55
4294,4294,mobile_money,PAID,648.19,2025-11-08 07:54:17
4295,4295,card,PAID,994.38,2025-12-07 22:36:35
4296,4296,bank_transfer,paid,1073.46,2024-07-11 21:20:54
4297,4297,paypal,PAID,1546.05,2024-10-16 19:14:33
4298,4298,paypal,PAID,208.83,2024-10-11 15:49:12
4299,4299,card,success,89.28,2025-05-03 20:45:35
4300,4300,card,PAID,669.33,2026-02-14 05:16:31
4301,4301,paypal,PAID,389.44,2024-06-15 12:58:42
4302,4302,bank_transfer,paid,1812.07,2024-02-21 00:54:48
4303,4303,paypal,success,161.16,2025-12-23 00:50:52
4304,4304,card,paid,449.09,2024-03-03 01:38:04
4305,4305,card,PAID,2061.78,2024-08-14 12:05:18
4306,4306,bank_transfer,PAID,638.76,2025-03-17 00:07:31
4307,4307,paypal,PAID,883.30,2024-03-09 11:07:38
4308,4308,card,success,913.59,2025-01-13 17:36:50
4309,4309,card,pending,0.00,2024-02-22 00:03:13
4310,4310,card,refunded,1081.71,2025-10-27 10:27:52
4311,4311,bank_transfer,PAID,558.47,2024-01-15 10:00:38
4312,4312,paypal,PAID,460.74,2025-10-01 05:20:57
4313,4313,bank_transfer,success,1965.43,2025-11-08 20:26:16
4314,4314,paypal,success,251.98,2025-10-11 12:33:00
4315,4315,paypal,pending,0.00,2024-04-20 10:05:00
4316,4316,paypal,success,450.45,2024-05-29 14:38:51
4317,4317,paypal,PAID,138.58,2024-04-30 05:18:11
4318,4318,paypal,paid,2372.76,2024-08-08 11:18:43
4319,4319,paypal,success,710.75,2024-12-29 17:13:11
4320,4320,bank_transfer,PAID,273.95,2025-11-09 21:01:34
4321,4321,card,success,385.03,2024-05-28 15:12:38
4322,4322,bank_transfer,PAID,1411.79,2026-01-31 06:06:46
4323,4323,bank_transfer,PAID,883.37,2025-05-21 22:35:45
4324,4324,bank_transfer,success,215.35,2026-01-12 16:11:41
4325,4325,bank_transfer,refund,673.33,2024-05-31 22:53:42
4326,4326,bank_transfer,paid,1779.51,2025-10-14 09:29:52
4327,4327,paypal,paid,989.44,2025-02-17 00:30:48
4328,4328,bank_transfer,pending,0.00,2024-10-24 20:37:06
4329,4329,card,success,87.31,2025-09-07 09:23:59
4330,4330,mobile_money,success,778.79,2024-07-16 21:32:45
4331,4331,bank_transfer,paid,1075.99,2024-06-08 06:55:47
4332,4332,paypal,success,392.77,2025-12-15 14:53:46
4333,4333,bank_transfer,paid,1164.04,2024-06-13 10:23:57
4334,4334,card,paid,718.54,2026-01-31 08:54:05
4335,4335,bank_transfer,declined,0.00,2025-11-18 04:38:33
4336,4336,card,PAID,1154.81,2024-04-26 06:39:01
4337,4337,mobile_money,PAID,1612.08,2025-09-21 16:31:22
4338,4338,paypal,declined,0.00,2025-10-27 14:35:53
4339,4339,bank_transfer,PAID,1248.10,2024-12-17 21:49:28
4340,4340,bank_transfer,success,254.61,2024-01-12 03:09:01
4341,4341,paypal,paid,331.88,2026-03-16 03:29:50
4342,4342,paypal,success,1387.23,2026-03-12 16:41:36
4343,4343,paypal,declined,0.00,2025-05-11 13:55:49
4344,4344,mobile_money,PAID,1134.89,2025-10-03 03:23:33
4345,4345,bank_transfer,refund,619.98,2024-07-27 15:47:41
4346,4346,paypal,refund,2658.55,2024-10-11 01:25:10
4347,4347,mobile_money,success,482.81,2025-02-21 00:12:21
4348,4348,card,success,255.00,2025-01-11 12:52:37
4349,4349,mobile_money,PAID,501.01,2024-03-10 14:31:53
4350,4350,bank_transfer,success,186.25,2025-09-29 17:07:35
4351,4351,paypal,paid,1434.93,2025-10-20 13:18:03
4352,4352,card,pending,0.00,2024-01-10 16:48:18
4353,4353,paypal,pending,0.00,2025-04-18 10:01:01
4354,4354,mobile_money,paid,232.93,2024-08-09 09:55:42
4355,4355,card,paid,1273.20,2025-07-05 15:48:02
4356,4356,card,PAID,683.61,2025-09-09 20:00:02
4357,4357,mobile_money,failed,0.00,2025-05-28 09:43:01
4358,4358,card,PAID,858.80,2024-09-11 01:29:48
4359,4359,bank_transfer,paid,1014.61,2024-11-11 08:03:43
4360,4360,paypal,PAID,195.92,2024-09-03 01:03:39
4361,4361,bank_transfer,success,103.86,2025-06-14 15:18:09
4362,4362,bank_transfer,success,1004.28,2025-01-26 06:39:47
4363,4363,paypal,PAID,276.38,2024-12-27 20:36:59
4364,4364,mobile_money,success,813.64,2024-01-25 23:56:08
4365,4365,mobile_money,paid,385.67,2025-01-04 16:54:31
4366,4366,mobile_money,PAID,1671.12,2025-06-04 16:26:13
4367,4367,card,pending,0.00,2025-10-22 20:15:04
4368,4368,paypal,paid,567.92,2024-12-08 16:32:30
4369,4369,bank_transfer,PAID,12.82,2024-10-19 03:23:22
4370,4370,card,success,541.81,2024-09-11 06:00:13
4371,4371,bank_transfer,paid,111.91,2024-08-19 17:29:36
4372,4372,bank_transfer,PAID,430.44,2026-03-13 20:14:52
4373,4373,mobile_money,paid,622.39,2024-12-24 18:24:39
4374,4374,card,success,1648.80,2024-05-04 05:36:40
4375,4375,mobile_money,paid,279.46,2025-01-17 12:29:11
4376,4376,card,PAID,1100.62,2024-08-28 05:21:25
4377,4377,bank_transfer,success,1059.87,2024-06-03 21:03:17
4378,4378,bank_transfer,paid,1208.06,2024-11-04 19:06:13
4379,4379,mobile_money,PAID,2530.36,2026-03-20 00:09:44
4380,4380,mobile_money,paid,639.42,2024-01-21 21:26:28
4381,4381,bank_transfer,PAID,787.66,2024-03-22 00:08:11
4382,4382,bank_transfer,PAID,414.90,2024-06-30 20:29:22
4383,4383,bank_transfer,paid,47.46,2026-02-12 20:06:05
4384,4384,card,success,694.68,2025-03-30 12:14:02
4385,4385,bank_transfer,success,184.93,2025-02-01 16:13:34
4386,4386,bank_transfer,success,2161.67,2024-06-30 15:28:11
4387,4387,card,paid,237.50,2026-02-02 05:28:20
4388,4388,card,success,166.60,2025-02-01 23:57:59
4389,4389,card,paid,368.71,2026-01-29 07:10:31
4390,4390,card,success,379.54,2025-10-14 18:17:55
4391,4391,card,paid,90.02,2025-08-18 07:27:04
4392,4392,card,PAID,1178.29,2024-09-29 14:07:35
4393,4393,mobile_money,success,301.77,2025-02-18 02:51:04
4394,4394,bank_transfer,success,620.03,2025-01-25 21:07:50
4395,4395,paypal,paid,162.94,2026-03-11 19:45:02
4396,4396,mobile_money,success,232.44,2024-02-11 15:50:13
4397,4397,bank_transfer,paid,198.43,2024-01-31 06:36:13
4398,4398,bank_transfer,PAID,826.53,2025-04-30 00:35:07
4399,4399,mobile_money,paid,108.65,2024-01-01 08:53:36
4400,4400,mobile_money,PAID,1781.89,2026-03-07 11:23:28
4401,4401,bank_transfer,PAID,738.95,2024-04-24 02:13:33
4402,4402,bank_transfer,PAID,1337.98,2024-12-18 18:20:37
4403,4403,mobile_money,success,1017.60,2024-06-29 23:10:53
4404,4404,bank_transfer,PAID,391.28,2024-03-02 08:20:21
4405,4405,mobile_money,PAID,267.19,2024-01-24 16:19:56
4406,4406,card,PAID,312.80,2026-01-02 20:51:53
4407,4407,mobile_money,success,1351.92,2024-05-28 00:25:39
4408,4408,mobile_money,PAID,12.59,2024-10-14 22:05:46
4409,4409,card,paid,1225.70,2024-07-04 06:02:24
4410,4410,card,success,914.06,2024-06-27 18:26:35
4411,4411,card,paid,1258.09,2024-11-12 20:57:59
4412,4412,paypal,paid,392.92,2025-09-15 17:56:01
4413,4413,paypal,refunded,380.84,2024-10-17 21:00:30
4414,4414,mobile_money,PAID,625.46,2024-09-05 00:15:11
4415,4415,bank_transfer,success,570.01,2024-02-03 19:26:56
4416,4416,mobile_money,paid,916.32,2024-06-24 05:40:28
4417,4417,card,success,650.79,2025-04-25 02:14:26
4418,4418,bank_transfer,paid,1018.62,2024-02-24 02:42:32
4419,4419,bank_transfer,PAID,1805.27,2024-04-07 10:37:00
4420,4420,bank_transfer,paid,183.31,2026-03-27 01:49:41
4421,4421,bank_transfer,success,53.58,2025-09-27 13:36:34
4422,4422,mobile_money,success,113.42,2026-03-08 09:35:38
4423,4423,bank_transfer,PAID,502.86,2025-01-28 17:20:49
4424,4424,bank_transfer,PAID,1033.60,2024-12-01 18:22:09
4425,4425,bank_transfer,success,331.18,2025-08-20 19:16:47
4426,4426,mobile_money,failed,0.00,2025-01-15 08:25:17
4427,4427,bank_transfer,PAID,48.61,2024-10-16 19:08:43
4428,4428,paypal,PAID,1345.33,2025-01-21 05:00:53
4429,4429,bank_transfer,PAID,1495.61,2025-12-22 20:08:07
4430,4430,mobile_money,paid,385.43,2026-03-02 22:08:13
4431,4431,bank_transfer,refunded,716.68,2026-02-21 23:32:45
4432,4432,paypal,paid,383.15,2025-09-15 19:14:36
4433,4433,mobile_money,pending,0.00,2024-05-19 10:22:25
4434,4434,bank_transfer,success,370.21,2025-04-16 22:03:05
4435,4435,mobile_money,success,644.24,2024-12-12 22:38:26
4436,4436,card,declined,0.00,2025-12-22 16:24:31
4437,4437,mobile_money,pending,0.00,2024-05-05 19:02:43
4438,4438,mobile_money,PAID,621.21,2024-05-14 05:57:35
4439,4439,paypal,success,814.70,2025-09-18 23:13:04
4440,4440,card,paid,512.69,2025-01-10 08:39:33
4441,4441,bank_transfer,paid,551.23,2024-09-09 00:58:06
4442,4442,paypal,PAID,236.25,2024-10-12 00:52:22
4443,4443,mobile_money,success,1309.80,2024-08-15 21:12:44
4444,4444,mobile_money,paid,1548.38,2025-04-26 07:56:14
4445,4445,bank_transfer,paid,188.50,2025-12-08 00:55:21
4446,4446,bank_transfer,success,1701.60,2025-02-21 16:09:43
4447,4447,bank_transfer,paid,1407.15,2024-09-30 04:47:02
4448,4448,card,paid,679.13,2024-09-03 14:20:54
4449,4449,mobile_money,PAID,1395.04,2026-03-06 03:38:27
4450,4450,card,PAID,892.46,2024-12-19 01:31:47
4451,4451,paypal,PAID,1097.79,2026-01-08 19:02:46
4452,4452,card,paid,559.95,2026-02-13 03:55:25
4453,4453,card,paid,620.83,2024-04-25 03:37:26
4454,4454,bank_transfer,PAID,703.94,2025-05-02 15:37:05
4455,4455,bank_transfer,PAID,530.11,2025-01-30 00:25:34
4456,4456,bank_transfer,PAID,750.38,2024-09-12 09:49:26
4457,4457,bank_transfer,success,789.86,2024-02-03 06:46:56
4458,4458,mobile_money,PAID,160.95,2024-11-03 17:00:06
4459,4459,bank_transfer,success,378.64,2025-08-31 17:58:56
4460,4460,paypal,paid,63.40,2024-11-30 20:53:42
4461,4461,card,PAID,1358.98,2024-03-30 16:52:06
4462,4462,bank_transfer,success,102.53,2024-11-04 11:08:24
4463,4463,mobile_money,refunded,199.61,2024-08-09 11:09:06
4464,4464,bank_transfer,paid,853.73,2025-02-27 14:43:20
4465,4465,mobile_money,paid,161.28,2024-11-28 16:30:19
4466,4466,mobile_money,paid,254.06,2024-11-25 00:24:13
4467,4467,paypal,paid,1198.58,2025-04-28 00:59:42
4468,4468,card,paid,1046.61,2024-08-18 00:01:49
4469,4469,paypal,paid,1069.91,2025-09-29 02:00:34
4470,4470,card,success,1084.68,2026-03-29 13:45:43
4471,4471,card,PAID,1717.99,2024-09-08 15:12:54
4472,4472,card,paid,1373.13,2024-05-19 12:36:07
4473,4473,card,PAID,1760.31,2024-05-20 10:57:04
4474,4474,bank_transfer,pending,0.00,2024-07-29 08:10:53
4475,4475,mobile_money,PAID,1775.68,2024-11-22 16:16:18
4476,4476,bank_transfer,refund,1192.26,2024-08-24 12:48:56
4477,4477,paypal,paid,923.99,2024-05-18 01:29:12
4478,4478,mobile_money,PAID,478.49,2024-01-09 21:38:34
4479,4479,card,refund,1600.61,2025-10-24 16:24:17
4480,4480,paypal,PAID,358.79,2024-11-29 22:53:46
4481,4481,bank_transfer,PAID,583.31,2025-08-15 12:26:19
4482,4482,bank_transfer,paid,141.34,2026-02-21 01:38:39
4483,4483,mobile_money,success,229.50,2025-03-29 15:08:59
4484,4484,mobile_money,PAID,1568.54,2024-04-19 11:02:19
4485,4485,card,PAID,870.09,2024-08-31 22:24:19
4486,4486,paypal,PAID,467.06,2025-11-28 17:33:06
4487,4487,card,PAID,178.93,2024-08-15 22:38:40
4488,4488,paypal,paid,92.25,2024-01-23 06:07:23
4489,4489,paypal,paid,628.02,2025-11-13 19:07:42
4490,4490,paypal,success,1903.17,2025-12-18 18:06:03
4491,4491,paypal,paid,491.64,2025-02-27 15:58:54
4492,4492,bank_transfer,success,510.49,2025-03-17 17:33:44
4493,4493,mobile_money,success,759.50,2025-05-26 04:14:22
4494,4494,card,paid,115.09,2025-09-10 23:47:22
4495,4495,card,success,1572.96,2024-01-22 23:32:43
4496,4496,card,paid,136.69,2025-11-21 19:57:10
4497,4497,bank_transfer,PAID,233.18,2024-06-07 05:48:45
4498,4498,bank_transfer,paid,1299.23,2025-08-14 14:31:49
4499,4499,card,PAID,1207.42,2024-06-12 05:18:35
4500,4500,bank_transfer,PAID,459.81,2024-06-14 00:26:44
4501,4501,mobile_money,PAID,858.80,2025-10-14 03:10:01
4502,4502,bank_transfer,PAID,1789.56,2024-08-06 22:55:23
4503,4503,card,success,1113.39,2025-06-21 09:11:42
4504,4504,mobile_money,PAID,473.05,2026-01-21 17:17:10
4505,4505,paypal,pending,0.00,2024-06-03 16:57:25
4506,4506,bank_transfer,paid,191.18,2024-08-04 18:13:16
4507,4507,card,success,943.18,2025-11-18 22:13:46
4508,4508,bank_transfer,PAID,916.27,2025-02-27 05:16:16
4509,4509,bank_transfer,PAID,328.33,2024-08-03 15:34:49
4510,4510,mobile_money,PAID,1173.52,2025-12-26 15:40:04
4511,4511,paypal,paid,870.24,2024-11-05 03:00:07
4512,4512,bank_transfer,PAID,584.50,2024-09-03 10:34:32
4513,4513,card,success,42.67,2025-07-06 05:18:28
4514,4514,bank_transfer,PAID,410.71,2025-07-02 20:18:11
4515,4515,mobile_money,PAID,334.76,2025-01-06 03:08:55
4516,4516,card,paid,758.28,2026-01-26 13:39:57
4517,4517,paypal,PAID,1039.77,2024-10-20 15:48:27
4518,4518,card,success,2782.77,2025-04-19 07:53:28
4519,4519,paypal,paid,784.80,2025-07-18 16:11:49
4520,4520,paypal,paid,745.26,2025-08-09 17:16:08
4521,4521,paypal,paid,476.13,2026-01-10 18:45:30
4522,4522,paypal,success,1399.66,2025-11-14 05:18:23
4523,4523,bank_transfer,PAID,326.05,2025-01-26 05:52:15
4524,4524,bank_transfer,PAID,113.57,2025-04-11 21:13:06
4525,4525,mobile_money,paid,519.34,2024-10-29 09:48:54
4526,4526,card,PAID,768.18,2024-12-14 22:08:09
4527,4527,card,success,846.16,2024-01-10 13:42:58
4528,4528,bank_transfer,paid,587.70,2024-09-03 14:34:28
4529,4529,mobile_money,paid,395.93,2025-09-23 11:53:17
4530,4530,card,paid,1659.12,2026-02-28 17:49:06
4531,4531,card,PAID,393.68,2025-06-22 19:30:14
4532,4532,mobile_money,success,254.16,2024-10-24 23:51:18
4533,4533,bank_transfer,success,87.90,2026-01-10 00:41:56
4534,4534,bank_transfer,paid,1607.05,2024-02-11 20:36:45
4535,4535,card,success,2300.22,2026-01-04 02:19:06
4536,4536,paypal,declined,0.00,2024-04-02 18:23:46
4537,4537,bank_transfer,PAID,1004.61,2025-11-27 18:41:04
4538,4538,mobile_money,paid,470.03,2026-03-21 06:57:36
4539,4539,bank_transfer,paid,1225.35,2025-12-21 06:13:30
4540,4540,card,PAID,949.76,2024-10-14 16:22:30
4541,4541,card,success,1855.36,2025-06-03 12:18:44
4542,4542,card,PAID,164.70,2026-02-28 00:18:46
4543,4543,paypal,PAID,179.18,2025-06-17 00:03:54
4544,4544,card,success,384.18,2024-08-06 18:34:00
4545,4545,card,paid,36.08,2025-01-31 06:39:40
4546,4546,mobile_money,PAID,978.36,2025-11-16 20:38:24
4547,4547,mobile_money,success,162.66,2024-10-11 11:21:33
4548,4548,card,success,59.45,2024-08-27 20:18:43
4549,4549,card,paid,880.03,2025-06-17 11:44:43
4550,4550,card,paid,814.92,2024-05-15 21:51:30
4551,4551,paypal,paid,755.17,2024-11-20 21:49:34
4552,4552,card,success,1915.74,2026-03-01 19:09:01
4553,4553,bank_transfer,success,261.12,2024-02-22 18:35:10
4554,4554,bank_transfer,success,385.47,2025-06-17 22:51:20
4555,4555,paypal,paid,166.58,2024-03-28 20:24:15
4556,4556,card,refund,585.39,2025-05-08 03:16:12
4557,4557,card,success,392.32,2025-01-31 06:47:56
4558,4558,card,PAID,1864.99,2024-11-02 16:40:51
4559,4559,card,PAID,1031.30,2024-12-16 06:34:01
4560,4560,mobile_money,paid,1207.38,2026-02-23 09:02:32
4561,4561,mobile_money,success,641.12,2024-02-17 15:45:49
4562,4562,paypal,refund,247.79,2024-01-14 03:21:09
4563,4563,bank_transfer,success,296.57,2026-01-24 06:45:40
4564,4564,mobile_money,success,638.74,2025-09-25 18:29:41
4565,4565,bank_transfer,PAID,1228.51,2025-11-23 06:29:36
4566,4566,card,PAID,97.27,2026-01-04 01:17:53
4567,4567,paypal,paid,363.27,2024-06-19 07:24:55
4568,4568,card,PAID,192.89,2025-05-02 13:18:49
4569,4569,card,paid,1032.10,2024-09-09 20:06:15
4570,4570,card,paid,725.16,2025-08-21 14:40:56
4571,4571,card,paid,681.60,2026-02-28 19:14:57
4572,4572,bank_transfer,refunded,729.54,2025-08-08 15:15:55
4573,4573,paypal,PAID,152.20,2025-04-04 13:58:44
4574,4574,paypal,PAID,256.44,2024-02-24 10:05:31
4575,4575,card,PAID,150.22,2026-02-21 08:12:56
4576,4576,bank_transfer,PAID,2666.25,2024-06-25 19:10:18
4577,4577,card,success,1267.57,2024-02-15 23:01:39
4578,4578,card,paid,1287.75,2026-02-02 09:33:27
4579,4579,card,success,898.29,2024-11-05 00:14:49
4580,4580,card,PAID,1524.55,2024-04-29 13:12:34
4581,4581,paypal,PAID,986.47,2026-03-03 05:12:35
4582,4582,mobile_money,paid,1582.06,2024-12-18 06:44:56
4583,4583,mobile_money,PAID,879.29,2026-01-15 16:26:45
4584,4584,mobile_money,PAID,538.37,2024-08-03 10:20:41
4585,4585,bank_transfer,PAID,341.10,2025-09-08 04:30:47
4586,4586,card,pending,0.00,2026-01-18 12:03:34
4587,4587,paypal,paid,346.72,2024-01-24 06:06:46
4588,4588,bank_transfer,PAID,191.31,2025-11-03 03:31:33
4589,4589,card,success,929.82,2025-08-07 08:54:54
4590,4590,mobile_money,paid,1012.84,2024-01-19 19:06:22
4591,4591,bank_transfer,success,1447.45,2024-09-28 04:55:59
